,Unnamed: 0,post_id,post_date,post_text,nlikes,nreposts,ncomments,comm_id,user_id,comm_date,comm_text,owner_id,parents_stack,thread,attachments,is_from_post_author,deleted,reply_to_user,reply_to_comment
767,767,2074,1481007790,"Всем привет! После соревнований паучок2016 осиротели на пакет с 2мя сумочками с магнезией(сине-зеленая blackdiamond и серенькая с динозавриком simond) Пожалуйста, не могли бы вы посмотреть,может мы их у вас забыли?",0,0,1,2075,1216121,1481034242,Лежит на ресепшене. Ждём,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
768,768,2067,1480879911,"Спасибо всем участникам за соревнования! Было здорово!
Большое спасибо судьям за трепетное отношение к юным участникам! Трассы для соревнований готовили Снопов Станислав и Эмиль Бичурин!!!",8,1,6,2068,281396267,1480882440,Спасибо Вам за проведенные соревнования!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
769,769,2067,1480879911,"Спасибо всем участникам за соревнования! Было здорово!
Большое спасибо судьям за трепетное отношение к юным участникам! Трассы для соревнований готовили Снопов Станислав и Эмиль Бичурин!!!",8,1,6,2069,211474945,1480883385,Спасибо за соревнования и оперативность с итоговыми протоколами!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
770,770,2067,1480879911,"Спасибо всем участникам за соревнования! Было здорово!
Большое спасибо судьям за трепетное отношение к юным участникам! Трассы для соревнований готовили Снопов Станислав и Эмиль Бичурин!!!",8,1,6,2070,1289135,1480883787,"Ура! Мы сделали это! :0)
Было тяжело, было шумно, было весело и СТРАШНО (местами, ага!), но - интересно! :0)
Спасибо Организаторам!
И отдельный МЕГА-РЕСПЕКТИЩЕ за вовремя поданный стакан ВОДЫ! ;0)",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
771,771,2067,1480879911,"Спасибо всем участникам за соревнования! Было здорово!
Большое спасибо судьям за трепетное отношение к юным участникам! Трассы для соревнований готовили Снопов Станислав и Эмиль Бичурин!!!",8,1,6,2071,7746336,1480909914,Спасибо за соревнования!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
772,772,2067,1480879911,"Спасибо всем участникам за соревнования! Было здорово!
Большое спасибо судьям за трепетное отношение к юным участникам! Трассы для соревнований готовили Снопов Станислав и Эмиль Бичурин!!!",8,1,6,2072,59881014,1480910127,Спасибо! 🌺,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
773,773,2067,1480879911,"Спасибо всем участникам за соревнования! Было здорово!
Большое спасибо судьям за трепетное отношение к юным участникам! Трассы для соревнований готовили Снопов Станислав и Эмиль Бичурин!!!",8,1,6,2073,211474945,1480922575,"[id1289135|Михаил], тебе отдельная благодарность за страховку! Ты просто мастерски ловил детей, спасибо!))",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,1289135.0,2070.0
774,774,2063,1480529376,"Друзья, ждем наших юных участников на соревнованиях Паучок. Страница соревнований: 
www.vk.com/pauchok0412 
Вся актуальная информация поступает сюда!",1,0,1,2064,244422165,1480533429,"Только там ,можно сказать , нет информации. И поступает она очень редко. В итоге, будут ли разделены 2009 и младше?
Если да, то нужно заранее огласить расписание.",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
775,775,2062,1480447973,Скалодром ROCK ZONA - об этом мало кто знает!,16,0,2,2080,296791077,1481456900,"привет, а это отдельный скалодром или зона в AlexFitness?",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
776,776,2062,1480447973,Скалодром ROCK ZONA - об этом мало кто знает!,16,0,2,2085,1226548,1481867746,"Отдельный, рядом с Алекс скалодром.",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
777,777,2059,1480262324,Где узнать результаты соревнований,1,0,1,2061,11873065,1480265839,"Добрый вечер! Если Вы о соревнованиях, прошедших 20 ноября, то в группе соревнований https://vk.com/event132705118",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
778,778,2051,1479144890,"Салават Рахметов проводит ОТКРЫТЫЙ УРОК-ЛЕКЦИЮ на своем детище, 
скалодроме ROCK ZONA.

В пятницу 25 ноября.

Начало в 20:00.

ВХОД СВОБОДНЫЙ.

Анонс:
- ВЫ узнаете КАК  тренируются Мировые ЗВЕЗДЫ скалолазания.
- Немного истории своего более 25 летнего спортивного режима тренировок для удержание мирового лидерства около 20 лет!

Салават РАХМЕТОВ - Легенда скалолазания РОССИИ.

Лучший из Лучших!

Многие в Москве тренеры в свое время перенимали опыт от него напрямую или уже через поколения перенявших от него опыт скалолазания тренеров.

Не упусти Свою возможность!

Ждем Вас по адресу: Проспект Андропова, 22. Скалодром ROCK ZONA",34,3,2,2052,136274907,1479217128,"А заранее записываться где-то надо ? Или , если я в пятницу буду в Москве, то мне тоже можно будет забежать на огонек?",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
779,779,2051,1479144890,"Салават Рахметов проводит ОТКРЫТЫЙ УРОК-ЛЕКЦИЮ на своем детище, 
скалодроме ROCK ZONA.

В пятницу 25 ноября.

Начало в 20:00.

ВХОД СВОБОДНЫЙ.

Анонс:
- ВЫ узнаете КАК  тренируются Мировые ЗВЕЗДЫ скалолазания.
- Немного истории своего более 25 летнего спортивного режима тренировок для удержание мирового лидерства около 20 лет!

Салават РАХМЕТОВ - Легенда скалолазания РОССИИ.

Лучший из Лучших!

Многие в Москве тренеры в свое время перенимали опыт от него напрямую или уже через поколения перенявших от него опыт скалолазания тренеров.

Не упусти Свою возможность!

Ждем Вас по адресу: Проспект Андропова, 22. Скалодром ROCK ZONA",34,3,2,2055,1226548,1479828208,"Записываться не надо.
Просто приходите!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
780,780,2045,1478600629,"Добрый день!
А не подскажете, какой сайт по умолчанию открывается на планшете на скалодроме, с описанием всех трасс?",0,0,2,2046,1226548,1478601970,"Василий привет!)

Instaclimb.",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
781,781,2045,1478600629,"Добрый день!
А не подскажете, какой сайт по умолчанию открывается на планшете на скалодроме, с описанием всех трасс?",0,0,2,2047,1449448,1478602121,"[id1226548|Данила], спасибо!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,True,,1226548.0,2046.0
782,782,2038,1478438958,Результаты квалификации: https://vk.com/wall-130594839_44,2,0,1,2039,1289135,1478458557,"Ура! Мы сделали это! :0)
Огромное спасибо всем-всем-всем! :0)
Ждём отзывов, впечатлений, замечаний, предложений и фотографий! :0)
До новых встреч!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
783,783,2035,1478251329,"БОУЛДРИНГ  на естественном рельефе!)))
Майорва Юлия - Наш тренер!

Очень знакомый НАВЫК пролезания трасс как Кубке Москвы, на скалодроме ROCK ZONA!

Наш скалодром + Наши Тренеры Элит-Класса = ВАШИ Навыки в Мире скалолазания!",4,0,1,2036,1289135,1478252447,"Ух, ты! Здорово!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
784,784,2029,1478009849,"Нарезка ФИНАЛОВ с Кубка Москвы!

https://youtu.be/b1O6QNXOv30",23,7,3,2030,1289135,1478038708,Здорово! Спасибо! 👍,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
785,785,2029,1478009849,"Нарезка ФИНАЛОВ с Кубка Москвы!

https://youtu.be/b1O6QNXOv30",23,7,3,2032,134389062,1478100480,По потолку сейчас много трасс накручено?,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
786,786,2029,1478009849,"Нарезка ФИНАЛОВ с Кубка Москвы!

https://youtu.be/b1O6QNXOv30",23,7,3,2033,1226548,1478113307,Сейчас нет. Но со следующей недели будут!),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
787,787,2023,1477929836,Может стоит поменьше злоупотреблять капслоком? :Р),9,0,3,2024,139415877,1477931808,"НаПрИмЕр, ВоТ тАк :)",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
788,788,2023,1477929836,Может стоит поменьше злоупотреблять капслоком? :Р),9,0,3,2027,1226548,1477992508,КАПСЛОК - помогает быстро ДОНЕСТИ до ВАС ВАЖНУЮ ИНФОРМАЦИЮ!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
789,789,2023,1477929836,Может стоит поменьше злоупотреблять капслоком? :Р),9,0,3,2031,1902814,1478087158,,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}","[{'type': 'photo', 'photo': {'album_id': -8, 'date': 1478087159, 'id': 436494162, 'owner_id': -38936316, 'access_key': 'e6375a1a1b9797063d', 'sizes': [{'height': 121, 'type': 'm', 'width': 130, 'url': 'https://sun9-42.userapi.com/impf/c836728/v836728413/bfe4/fvuHD4k65qw.jpg?size=130x121&quality=96&sign=e484f3469c1f2307654fd2e3969c2d4c&c_uniq_tag=_wYcqv5Vvo8dvy4F48pTtd45VzenPbfLCZoqtTBC_nU&type=album'}, {'height': 121, 'type': 'o', 'width': 130, 'url': 'https://sun9-42.userapi.com/impf/c836728/v836728413/bfe4/fvuHD4k65qw.jpg?size=130x121&quality=96&sign=e484f3469c1f2307654fd2e3969c2d4c&c_uniq_tag=_wYcqv5Vvo8dvy4F48pTtd45VzenPbfLCZoqtTBC_nU&type=album'}, {'height': 186, 'type': 'p', 'width': 200, 'url': 'https://sun9-42.userapi.com/impf/c836728/v836728413/bfe4/fvuHD4k65qw.jpg?size=200x186&quality=96&sign=cbe10ad93051842de548cb3ac41f18f4&c_uniq_tag=YalQHuEp7uyH5SOnNAd7CaAHhSqLvpnR4usvbUiu6Gs&type=album'}, {'height': 298, 'type': 'q', 'width': 320, 'url': 'https://sun9-42.userapi.com/impf/c836728/v836728413/bfe4/fvuHD4k65qw.jpg?size=320x298&quality=96&sign=8c717fa622698c726fe66415a6f59031&c_uniq_tag=LTmg94oTU56yiIv1HpGykU1oViPu93jw5pOOva0N75s&type=album'}, {'height': 384, 'type': 'r', 'width': 413, 'url': 'https://sun9-42.userapi.com/impf/c836728/v836728413/bfe4/fvuHD4k65qw.jpg?size=413x384&quality=96&sign=84352ddfb75a1e1900d25aab4b4a79be&c_uniq_tag=55oHGkPiA2OwGr3ooubhRt_Oxo_fxMvnYgGOK58_W5Q&type=album'}, {'height': 70, 'type': 's', 'width': 75, 'url': 'https://sun9-42.userapi.com/impf/c836728/v836728413/bfe4/fvuHD4k65qw.jpg?size=75x70&quality=96&sign=f5f3091c45fc507e9c18e83497d7ecba&c_uniq_tag=BPLLuEw4fGdugq29aHcEiQ7FFzGScJFu4g_Vg5Z6PtQ&type=album'}, {'height': 384, 'type': 'x', 'width': 413, 'url': 'https://sun9-42.userapi.com/impf/c836728/v836728413/bfe4/fvuHD4k65qw.jpg?size=413x384&quality=96&sign=84352ddfb75a1e1900d25aab4b4a79be&c_uniq_tag=55oHGkPiA2OwGr3ooubhRt_Oxo_fxMvnYgGOK58_W5Q&type=album'}], 'text': 'Original: http://i0.kym-cdn.com/entries/icons/original/000/000/015/orly.jpg', 'user_id': 1902814, 'web_view_token': 'f5417f3442829dee52', 'has_tags': False}}]",True,,,
790,790,2015,1477767491,,7,0,1,2019,1677590,1477860705,финальные клевые,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
791,791,2008,1477251480,,20,0,2,2009,1289135,1477324905,"Круть! :0)
Don't stop! :0)",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
792,792,2008,1477251480,,20,0,2,2010,2060100,1477400511,"Добрый день,по вашему телефону отвечает ресторан. Как связаться с вами?",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
793,793,2001,1476718656,"Для ВАС трассы с соревнований!
Крутили:
Терминасян Арман МС 
Крячков Егор МС
Мусич ВЛАДИМИР!

Ждем, приходите!",11,0,2,2002,1289135,1476718873,Спасибо! Заценим!... :0),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
794,794,2001,1476718656,"Для ВАС трассы с соревнований!
Крутили:
Терминасян Арман МС 
Крячков Егор МС
Мусич ВЛАДИМИР!

Ждем, приходите!",11,0,2,2004,95826274,1476784644,И данис ибрагимов,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
795,795,1996,1476102506,Первый этап на пути спортивных возможностей!,4,0,1,2007,1935555,1477122224,Не смогу приехать... Отрегистрируйте меня плиз! Землина 4сет,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
796,796,1983,1474826805,"За приз В 10 000 рублей в НАСТОЯЩЕМ скалолазании выступило всего 2 спортсмена!

Было принято решение наградить их поровну!

Поздравляем:
Мусихина Виктора 
И
Воробьева Валеру
С ЗОЛОТОМ на САМЫХ СОВРЕМЕННЫХ СОРЕВНОВАНИЯХ с САМЫМ БОЛЬШИМ ДЕНЕЖНЫМ ПРИЗОМ!

А мы напомним, что победить можно только совместив ТРИ условия:
ТОЧНОСТЬ!
НАДЕЖНОСТЬ!
СКОРОСТЬ!

НАСЛАЖДАЕМСЯ ПРОСМОТРОМ!
Бонус: https://youtu.be/BPVkus3AAR8 Адам Ондра!
1. http://vk.com/wall3055760_745 Воробьев Валера
2. Мусихин Виктор (приносим извенения, возникли трудности с переносом видео)
Надеемся, что он его выхожит на нашей странице.

Огромное спасибо ЧЕМПИОНАМ!",12,2,3,1984,10420450,1474843258,,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}","[{'type': 'video', 'video': {'response_type': 'full', 'access_key': 'f7b105e2a49e46673f', 'can_like': 0, 'can_repost': 0, 'can_add_to_faves': 0, 'can_add': 0, 'is_private': 1, 'date': 1474843140, 'description': '', 'duration': 62, 'image': [{'url': 'https://sun9-45.userapi.com/c637130/v637130450/11d7f/3SsV4xF1ZZo.jpg', 'width': 130, 'height': 96, 'with_padding': 1}, {'url': 'https://sun9-12.userapi.com/c637130/v637130450/11d7e/PFuPtQLyeFw.jpg', 'width': 160, 'height': 120, 'with_padding': 1}, {'url': 'https://sun9-43.userapi.com/c637130/v637130450/11d7d/8khh5mVNx8U.jpg', 'width': 320, 'height': 240, 'with_padding': 1}, {'url': 'https://sun9-57.userapi.com/c637130/v637130450/11d7c/zv-rXyZ_XQ4.jpg', 'width': 800, 'height': 450, 'with_padding': 1}], 'first_frame': [{'url': 'https://i.mycdn.me/getVideoPreview?id=2848708037346&idx=0&type=39&tkn=7z3oy_19U-RbF777o1Wpg31g8NQ&fn=vid_f', 'width': 715, 'height': 405}, {'url': 'https://i.mycdn.me/getVideoPreview?id=2848708037346&idx=0&type=39&tkn=7z3oy_19U-RbF777o1Wpg31g8NQ&fn=vid_md', 'width': 477, 'height': 270}, {'url': 'https://i.mycdn.me/getVideoPreview?id=2848708037346&idx=0&type=39&tkn=7z3oy_19U-RbF777o1Wpg31g8NQ&fn=vid_d', 'width': 238, 'height': 135}, {'url': 'https://i.mycdn.me/getVideoPreview?id=2848708037346&idx=0&type=39&tkn=7z3oy_19U-RbF777o1Wpg31g8NQ&fn=vid_sm', 'width': 127, 'height': 72}, {'url': 'https://i.mycdn.me/getVideoPreview?id=2848708037346&idx=0&type=39&tkn=7z3oy_19U-RbF777o1Wpg31g8NQ&fn=vid_w', 'width': 1272, 'height': 720}], 'width': 848, 'height': 480, 'id': 456239171, 'owner_id': 10420450, 'title': 'Видео от Виктора Мусихина', 'track_code': 'video_50ad40b6zjzklZSIOzVPq_r-M7zSYkhQbt4QC_ykJdC2wyPGMDr7HeST_4syOU6bpcoGiuBRcWFZ7xR8nchJ0LjuEP4J', 'type': 'video', 'views': 47, 'can_dislike': 1}}]",,,,
797,797,1983,1474826805,"За приз В 10 000 рублей в НАСТОЯЩЕМ скалолазании выступило всего 2 спортсмена!

Было принято решение наградить их поровну!

Поздравляем:
Мусихина Виктора 
И
Воробьева Валеру
С ЗОЛОТОМ на САМЫХ СОВРЕМЕННЫХ СОРЕВНОВАНИЯХ с САМЫМ БОЛЬШИМ ДЕНЕЖНЫМ ПРИЗОМ!

А мы напомним, что победить можно только совместив ТРИ условия:
ТОЧНОСТЬ!
НАДЕЖНОСТЬ!
СКОРОСТЬ!

НАСЛАЖДАЕМСЯ ПРОСМОТРОМ!
Бонус: https://youtu.be/BPVkus3AAR8 Адам Ондра!
1. http://vk.com/wall3055760_745 Воробьев Валера
2. Мусихин Виктор (приносим извенения, возникли трудности с переносом видео)
Надеемся, что он его выхожит на нашей странице.

Огромное спасибо ЧЕМПИОНАМ!",12,2,3,1985,1289135,1474851303,"Офигеть!
Поздравления Чемпионам! Парни - мегакрУтни! :0)",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
798,798,1983,1474826805,"За приз В 10 000 рублей в НАСТОЯЩЕМ скалолазании выступило всего 2 спортсмена!

Было принято решение наградить их поровну!

Поздравляем:
Мусихина Виктора 
И
Воробьева Валеру
С ЗОЛОТОМ на САМЫХ СОВРЕМЕННЫХ СОРЕВНОВАНИЯХ с САМЫМ БОЛЬШИМ ДЕНЕЖНЫМ ПРИЗОМ!

А мы напомним, что победить можно только совместив ТРИ условия:
ТОЧНОСТЬ!
НАДЕЖНОСТЬ!
СКОРОСТЬ!

НАСЛАЖДАЕМСЯ ПРОСМОТРОМ!
Бонус: https://youtu.be/BPVkus3AAR8 Адам Ондра!
1. http://vk.com/wall3055760_745 Воробьев Валера
2. Мусихин Виктор (приносим извенения, возникли трудности с переносом видео)
Надеемся, что он его выхожит на нашей странице.

Огромное спасибо ЧЕМПИОНАМ!",12,2,3,1987,115113842,1475091091,"[id10420450|Виктор], Я присоединяюсь к поздравлениям!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,10420450.0,1984.0
799,799,1973,1474186924,"Поздравляем Нашего Основателя,

ВЛАДИМИРА Нецветаева-Долголева

МСМК,
Заслуженного Мастера Спорта
 с БРОНЗОВОЙ МЕДАЛЬЮ на Чемпионате Мира в Париже!

Подготовка к соревнованиям была на Скалодроме ROCK ZONA по инновационной методике.
http://rzclimbing.ru",20,2,1,1974,3055760,1474192499,"Венедиктович, молодец. )👍",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
800,800,1940,1471534235,"Добро пожаловать на НАШ НОВЫЙ САЙТ.

С компа идет Видео Фон!)
С мобильных устройств идет - слайд шоу.)

http://rzclimbing.ru/",4,0,3,1941,1169665,1471620720,Тренер элит-класса... Блин. Как машину продаёте 😰,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
801,801,1940,1471534235,"Добро пожаловать на НАШ НОВЫЙ САЙТ.

С компа идет Видео Фон!)
С мобильных устройств идет - слайд шоу.)

http://rzclimbing.ru/",4,0,3,1946,11322001,1472562145,ШШШШикарный стайт +) мне нравится!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
802,802,1940,1471534235,"Добро пожаловать на НАШ НОВЫЙ САЙТ.

С компа идет Видео Фон!)
С мобильных устройств идет - слайд шоу.)

http://rzclimbing.ru/",4,0,3,1947,11322001,1472562149,,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}","[{'type': 'sticker', 'sticker': {'inner_type': 'base_sticker_new', 'sticker_id': 3088, 'product_id': 101, 'images': [{'url': 'https://vk.com/sticker/1-3088-64', 'width': 64, 'height': 64}, {'url': 'https://vk.com/sticker/1-3088-128', 'width': 128, 'height': 128}, {'url': 'https://vk.com/sticker/1-3088-256', 'width': 256, 'height': 256}, {'url': 'https://vk.com/sticker/1-3088-352', 'width': 352, 'height': 352}, {'url': 'https://vk.com/sticker/1-3088-512', 'width': 512, 'height': 512}], 'images_with_background': [{'url': 'https://vk.com/sticker/1-3088-64b', 'width': 64, 'height': 64}, {'url': 'https://vk.com/sticker/1-3088-128b', 'width': 128, 'height': 128}, {'url': 'https://vk.com/sticker/1-3088-256b', 'width': 256, 'height': 256}, {'url': 'https://vk.com/sticker/1-3088-352b', 'width': 352, 'height': 352}, {'url': 'https://vk.com/sticker/1-3088-512b', 'width': 512, 'height': 512}], 'is_allowed': True}}]",,,,
803,803,1932,1470294087,"ПРОРЫВ... !!!
НАЧАЛО НОВОЙ ИСТОРИИ В СКАЛОЛАЗАНИИ!!!

СПОРТИВНОЕ СКАЛОЛАЗАНИЕ ВОШЛО В ПРОГРАММУ ОЛИМПИАДЫ-2020!
http://c-f-r.ru/press/news/5400/

СЕГОДНЯ 4.08.2016 НА СКАЛОДРОМЕ ROCK ZONA СКИДКА 20% НА ЛЮБУЮ УСЛУГУ Нашего прайса!!!",7,0,3,1933,54294670,1470294974,сегодня 4 но всем пох,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
804,804,1932,1470294087,"ПРОРЫВ... !!!
НАЧАЛО НОВОЙ ИСТОРИИ В СКАЛОЛАЗАНИИ!!!

СПОРТИВНОЕ СКАЛОЛАЗАНИЕ ВОШЛО В ПРОГРАММУ ОЛИМПИАДЫ-2020!
http://c-f-r.ru/press/news/5400/

СЕГОДНЯ 4.08.2016 НА СКАЛОДРОМЕ ROCK ZONA СКИДКА 20% НА ЛЮБУЮ УСЛУГУ Нашего прайса!!!",7,0,3,1934,1226548,1470295252,ОКЕАН ЭМОЦИЙ!!!))),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,True,,,
805,805,1932,1470294087,"ПРОРЫВ... !!!
НАЧАЛО НОВОЙ ИСТОРИИ В СКАЛОЛАЗАНИИ!!!

СПОРТИВНОЕ СКАЛОЛАЗАНИЕ ВОШЛО В ПРОГРАММУ ОЛИМПИАДЫ-2020!
http://c-f-r.ru/press/news/5400/

СЕГОДНЯ 4.08.2016 НА СКАЛОДРОМЕ ROCK ZONA СКИДКА 20% НА ЛЮБУЮ УСЛУГУ Нашего прайса!!!",7,0,3,1935,187205772,1470295673,Даже не верится!!!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
806,806,1920,1469352654,"ШПАРГАЛКИ ДЛЯ СКАЛОЛАЗОВ от Создателей Трасс на скалодроме ROCK ZONA!
Прохождение самых ИНТЕРЕСНЫХ ТРАСС  теперь в INSTAGRAM!

https://instagram.com/p/BIFjdk6A_dA/

Разгадывайте! Пролезайте! 
... не знаете как... тогда СМОТРИ ВИДЕО в instagram!",2,0,1,1921,291653,1469355054,шпАргалки...,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
807,807,1917,1469091496,"НОВЫЕ Трассы 37 шт. Для ВАС!!!

Отдельное ОГРОМНОЕ СПАСИБО ПОДГОТОВЩИКАМ ТРАСС:

Крячкову Егору;
Мусичу Владимиру;
Майоровой Юле!!!",9,1,1,1923,1289135,1469798201,"О! Здорово!
Спасибо!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
808,808,1894,1464178098,"ПОЗДРАВЛЯЕМ НАШЕГО ТРЕНЕРА
 Егорова БОРИСА
 и его напарника по связке Мурзаева Владимира

 С ПОБЕДОЙ на Чемпионате Москвы по альпинизму 
""Малые горы 2016 им. Коломыцева"" В Крыму.

С СЕРЕБРОМ на чемпионате России в скальном классе в Крыму.

Наш скалодром ROCK ZONA, обеспечивает им все условия, чтобы быть ЧЕМПИОНАМИ!

ТРЕНИРОВАТЬСЯ У ТАКОГО ТРЕНЕРА - Егорова БОРИСА и ПРЕСТИЖНО, и ЭФФЕКТИВНО!
Записывайтесь на его тренировки 8 499 409-16-90",19,1,1,1896,1289135,1464207409,"Молодцы, парни! Поздравляю! :0)",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
809,809,1893,1464106841,"Есть 2 новости относительно скалолазания для взрослых в Московской Области:
1) 29 мая в бассейне г.Раменского в котором находится скалодром будет проводиться Чемпионат Московской Области по скалолазанию в дисциплине боулдеринг для спортсменов от 16 лет!
Положение есть во вложении. 
Приблизительное время начала соревнований в 10:00, но возможно корректировки, регламент будет опубликован в пятницу 27 мая.
Соревнования будут проходить по французской системе. Точное количество трасс будет определено исходя из количества заявившихся.
Стартового взноса как бы нет, но он есть! Необходимо оплатить за вход в бассейн 350 р., но за эти деньги вы ещё можете и поплавать!

2) Новость №2. Все желающие войти в сборную Московской области сообщайте о своём желании до 28.05.2016 на почту d-step@mail.ru, в личку ВК(https://vk.com/dasha238), по телефону +7(926)238-83-74
Требования к сборникам:
• Иметь возраст не менее 16 лет по году рождения;
• Иметь спортивную квалификацию не ниже 1 разряда;
• Соответствовать одному из следующих критериев:
- Войти в состав сборной России
- Иметь место в российском рейтинге не ниже 30-го
- Занять на российских соревнованиях место с 1-го по 10-е
- Занять на на Чемпионате Округа или этапе Кубка России место не ниже 10-го
- Войти в призеры чемпионата Московской области.
- Иметь рейтинг спортсменов Московской области не ниже 4-го
Нам необходимо следующее количество счастливчиков:
6 мужчин+6 женщин трудность;
6 мужчин+6 женщин скорость;
6 мужчин+6 женщин боулдеринг!",1,0,1,1901,193806,1465163068,"Дашка, а есть ли календарь сорев для области?",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
810,810,1887,1463498705,"НОВАЯ ИГРА у Нас для ВАС!

""ВЕСЕЛАЯ ФИЗУХА""
 изготовленна Козьминым Данилой, нашим директором по развитию.

Прокачай свои мышцы в Веселой ИГРЕ сам или в компании!

Правила простые!
Хотя и сами Вы можете изобретать свои!
Скалолазание - это Разнообразие Безграничных Вариантов!
Ищи Свои!
Познавай себя!
Упрощай и Бери Свои Высоты!

Обращайтесь к Администраторам за игрой и берегите наш ИНВЕТАРЬ!

Мы все делаем для Вас!
Команда скалодрома ROCK ZONA!",5,0,1,1888,342946010,1463499313,Можно нам записаться,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
